sku,precio,categorias,nombre,descripcion,medidas,imagenes_url
PS29243-JM 110,$115.55 ,Entretenimiento,JUEGO CORNHOLE TAKOAN,"Mini juego de lanzamiento cornhole. Se trata de lanzar los costales hacia el tablero inclinado. El objetivo es marcar puntos al hacer caer los sacos en el tablero o en el agujero, cada vez que un saco caiga en el tablero se marca un punto y si cae en el agujero tres puntos. Gana quién logre alcanzar la mejor puntuación. Incluye base con patas plegables para ajustar la altura, 6 mini costales y caja individual. El material MDF puede presentar variaciones en tonalidades y vetas.",15 x 26 x 1.6 cm Base / 4.5 x 4.5 cm Costalito ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29244-DAM 065,$56.42 ,Neceser,COSMETIQUERA LORA,"Cosmetiquera resistente al agua. Diseño moderno y funcional, incluye una cremallera segura que garantiza que tus artículos se mantengan en su lugar. Protege tus productos de cualquier derrame o salpicadura. Ideal para el uso diario o para viajes.",23 x 15 x 8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29245-HL 9061,$57.00 ,Libretas,LIBRETA LATKA,"Libreta de espiral con 100 hojas a raya. Cubierta rígida de tela. Su formato vertical, hace que se distinga de las libretas tradicionales, ofreciendo una experiencia diferente y práctica al tomar notas o plasmar ideas.",14.8 x 21.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29238-DAM 060,$280.87 ,Cuidado personal,SECADORA PARA CABELLO GISELE,"Secadora de cabello portátil. Se ajusta a velocidades con aire frio y 2 potencias de aire caliente. Incluye boquilla removible para alaciado con giro de 360°. Diseñada para ofrecer resultados profesionales en cada uso. Su innovadora cabeza plegable la convierte en el accesorio de viaje perfecto, ocupando poco espacio en tu maleta sin sacrificar rendimiento. Largo del cable 1.5 m. Incluye caja individual.",14.2 x 18.4 x 7.4 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29239-AUD 047,$186.68 ,Audio,AUDíFONOS GREDZEN,"Audífonos bluetooth con base recargable iluminada con luz LED. Controles integrados touch para llamadas, volumen y reproducción de audio. Reproducción de música de 4 a 5 hrs aproximadamente. Rango de conexión de 10 metros. Batería de 30 mAh en los auriculares y 200 mAh en el estuche de carga. Incluye cable cargador USB, estuche de carga con conexión tipo C y caja individual.",5.5 x 2.7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29241-SIN 563,$431.61 ,Mochilas,MOCHILA MALETA BREYTA,"Mochila con función de maleta. Bolsa principal con cierre. Compartimento interno para laptop de 17"".  Bolsillo interior resistente al agua, bolsillo inferior con espacio y cierre para calzado. 2 bolsillos laterales. Compartimento trasero para ocultar asas. Incluye broches laterales para ajustar el tamaño, además de una correa removible para usar como maleta. Sus multiples espacios, permiten organizar mejor tus objetos personales. Ideal para utilizarla en viajes cortos o en el gimnasio.",28 x 44 x 28 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29234-SIN 557,$254.89 ,Mochilas,MOCHILA AKAZI,"Bolsa principal con cierre y compartimento interior para laptop de hasta 15"", en su interior dispone de un organizador para accesorios para objetos pequeños. Incluye bolsillo frontal con cierre. En la parte posterior cuenta con tirantes para hombro ajustables, respaldo acolchado y banda que facilita su transporte en trolley.",30 x 42 x 19 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29235-CRG 061,$411.33 ,Cargadores,MULTICARGADOR INALáMBRICO AYRTON,"Estación de carga inalámbrica 3 en 1. Permite la carga simultanea de smartphone, earbuds y reloj inteligente. Velocidad de carga de 15 W / 5W / 3W. Incluye cable de 1m con conector tipo C y caja individual. Compatible con dispositivos que cuenten con tecnología de carga inalámbrica.",16 x 12 x 9.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29236-ANF 086,$23.10 ,Cilindros,CILINDRO ATLANTIS,"Tapa de color metalizado. Sistema de rosca twist-off que permite abrir y cerrar la tapa en un giro. Mantener el linner en el interior de la tapa en todo momento, se debe retirar hasta su uso final. Revisar que la tapa no esté cerrada completamente. No exponer el cilindro a temperaturas mayores a 40 °C durante su almacenamiento y transportación. Mantener en su empaque individual antes y después de su transformación. No apto para bebidas calientes. No introducir en microondas ni lavavajillas.",7.4 x 24.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29231-CRG 060,$414.50 ,Cargadores,POWER BANK GILBERT,"Batería auxiliar para smartphone, capacidad 10,000 mAh. Carga rápida PD 22.5W. Contiene conector para tomacorriente, 1 puerto de entrada/salida USB-C para carga de la batería y de dispositivos y 1 puerto de salida USB para carga de dispositivos. Adicional 2 cables integrados, lightning (8 pines) y USB-C. Incluye display indicador de carga y caja individual.",6.3 x 11.5 x 2.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29232-SIN 565,$94.48 ,Loncheras,LONCHERA COLLEGE,"Lonchera con interior plastificado. Compartimento principal con cierre de velcro y un bolsillo frontal para llevar snacks adicionales o pequeños utensilios. Su diseño, la convierte en un modelo muy cómodo para almacenar tus alimentos y bebidas. Capacidad para 8 latas.",25 x 24 x 17 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29233-HER 065,$122.34 ,Herramientas,DESARMADOR ISAMBA,"Desarmador con 6 puntas intercambiables: 1 punta de cruz, 1 punta plana y 3 puntas hexagonales. Su formato plegable y compacto asegura un manejo cómodo y permite llevarlo fácilmente en el bolsillo o en la caja de herramientas, además la hace perfecta para cualquier tarea de mantenimiento o reparación. Incluye caja individual.",3.4 x 8.7 x 1.7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29228-PRT 122,$122.34 ,Decoración,PORTARRETRATO ROSMARY,Su diseño elegante y atemporal resalta la belleza de tus fotos favoritas. Contiene un marco girable para fotografías de 10 x 15 cm y un recipiente de vidrio con flores secas. Añade un toque cálido y natural a tus espacios. Incluye caja individual.,26 x 24.7 x 3.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29229-SPO 018,$107.39 ,Fitness,PELOTA DE PILATES WELLNESS,"Pelota para yoga. Diseñada con un material antideslizante que te proporciona máxima seguridad y estabilidad durante el uso. Ideal para yoga, pilates y otros ejercicios de bajo impacto. Perfecta para fortalecer el abdomen, mejorar la flexibilidad y tonificar los músculos.",55 cm Diámetro ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29230-PRT 121,$53.70 ,Decoración,PORTARRETRATO LANGE,"Portarretrato con diseño minimalista, su placa de acrílico permite cambiar fácilmente tus fotografías. Apto para foto en formato vertical y tamaño de 12 x 15.7 cm.",13.5 x 18 x 4.2 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29224-AUD 049,$186.68 ,Audio,AUDíFONOS KEMIK,"Audífonos bluetooth con base recargable. Controles integrados touch para llamadas, volumen y reproducción de audio. Reproducción de música de 4 hrs aproximadamente. Rango de conexión de 10 metros. Batería de 30 mAh en los auriculares y 200 mAh en el estuche de carga. Incluye cable cargador USB, estuche de carga con conexión tipo C y caja individual.",8.5 x 3.4 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29225-SIN 559,$454.03 ,Portafolio,PORTAFOLIO ELON,"Portafolio ejecutivo con múltiples bolsillos organizadores, ideal para llevar todo lo necesario en un solo accesorio. Su bolsillo principal con cierre, permite guardar una laptop de hasta 15''. Bolsillo frontal, con cierre de velcro y broche de plástico, ideal para mantener seguras tus pertenencias de valor, además de dos bolsillos para objetos más pequeños. Asa superior que se une por medio de velcro y un asa removible para hombro con broches metálicos. En la parte posterior, contiene una banda para transportar fácilmente en trolley.",40.5 x 29.5 x 6 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29226-SIN 553,$345.28 ,Hieleras,MOCHILA-HIELERA YUKóN,"Hielera con función de mochila, con interior plastificado impermeable. Espacioso compartimento principal con cierre, pequeño bolsillo con cierre en la parte superior y 2 bolsillos laterales de red. Al frente, incluye elástico ajustable para llevar accesorios adicionales. En la parte posterior cuenta con asas de mochila ajustables, espalda acojinada para mayor comodidad y banda que facilita su transporte en trolley. Ideal para una tarde en la playa, pesca o senderismo. Capacidad para 24 latas.",28.5 x 45 x 19 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29227-Z 019,$142.39 ,Audio,BOCINA MILLET,"Bocina con tecnología bluetooth 5.1. Potencia 3 W. Batería recargable con capacidad de 300 mAh que otorga un tiempo de reproducción de 3 a 4 horas. Alcance de conexión de 10 metros. Su base magnética permite adherirla al smartphone y utilizarla como soporte al mismo tiempo para reproduce tu música favorita. Incluye aro metálico para smartphones que no cuentan con tecnología imantada, cable cargador con conector tipo C y caja individual.",6 x 4.2 x 6 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29221-DAM 069,$91.76 ,Neceser,COSMETIQUERA CLAUDETTE,Cosmetiquera de neopreno. Compartimento principal con cierre y puller con asa. Organiza tus productos de belleza con estilo y comodidad. Su generoso espacio interior te permite guardar todos tus esenciales de maquillaje y cuidado personal.,21 x 17 x 9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29222-CEL 068,$88.59 ,Cargadores,CABLE NOPUS,"Cable de carga rápida 4 en 1. Incluye conector de entrada USB y USB-C, conector de salida lightning (8 pines) y tipo C. Su cable plano con diseño trenzado evita enredos y nudos. Soporta la carga de smartphones, tabletas y otros dispositivos con entrada de carga rápida de hasta 65 W. Admite la transferencia de datos. Incluye caja individual.",1.2 metros Largo Cable ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29223-CT 421,$31.01 ,Oficina,CALCULADORA ZUEL,Calculadora de 8 dígitos. Ideal para funciones básicas. Incluye cordón de 40 cm. Batería de botón incluida.,5.7 x 8.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29218-CEL 069,$151.88 ,Cargadores,CABLE KANSAS,"Cable cargador 5 en 1. Incluye conector de entrada USB y tipo C, conector de salida lightning (8 pines), micro USB, tipo C y cargador inalámbrico para reloj inteligente (compatible con dispositivos que cuenten con tecnología de carga inalámbrica). Este cable multifunción, permite cargar varios dispositivos simultánemanete, lo que te ayuda a ahorrar tiempo y espacio. No admite la transferencia de datos.",1.25 metros Largo Cable ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29219-JM 115,$55.73 ,Entretenimiento,MINI JUEGO AKBAR,"Entretenido juego de mesa fabricado en madera. Contiene un tablero, 16 fichas de plástico de 4 colores diferentes y un dado. Para participar entre 2 y 4 jugadores. Incluye práctica bolsita de algodón para guardar las fichas. El bambú es un producto natural el cual puede presentar variaciones en tonalidades y vetas.",15 x 16 cm Bolsa / 12 x 12 cm Tablero ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29220-HL 9066,$65.25 ,Libretas,LIBRETA OMENA,"Libreta con 100 hojas a raya, 100 hojas punteadas y 100 hojas en blanco. Con cubierta rígida de cartón y un robusto espiral metálico extra grande, esta libreta permite una apertura completa y un manejo cómodo. Su versatilidad de sus hojas la hace ideal para notas, esquemas o dibujos.",14 x 14 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29214-BAR 038,$183.52 ,Bar,SHAKER METSI,"Shaker de cristal con 4 recetas incluidas. Conviértete en el barman perfecto con este shaker diseñado para facilitar la preparación de cócteles profesionales en casa, guiándote paso a paso para crear bebidas como un experto. Podrás preparar un expresso martini, margarita, whisky smash o martini. Incluye caja individual.",8.9 x 21 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29215-SOC 750,$154.02 ,Deportes,BALóN BASTEN,Balón de fútbol con 35 Gajos. Peso 400 gr. Cosido a máquina. Nivel máximo de presión 6-8 psi. Capa especial de látex con máxima retención de aire en cámara de goma ajustada.,No. 5 ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29216-CRG 065,$200.61 ,Cargadores,POWER BANK TUNN,"Batería auxiliar para smartphone, capacidad 5,000 mAh. Diseño ultra delgado. Contiene 1 puerto de entrada/salida tipo C para carga de la batería y de dispositivos y 1 puerto de salida USB para carga de dispositivos. Incluye display indicador de carga, cable con conector tipo C y caja individual.",6.6 x 12.2 x 0.7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29217-SH 3070,$3.87 ,Bolígrafos,BOLíGRAFO KETIVA,Bolígrafo con terminado rubber. Mecanismo pulsador.,1.1 x 14 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29211-SIN 546,$475.78 ,Mochilas,MOCHILA BADAN,"Mochila ideal para viajes, con amplios espacios de almacenamiento. Cuenta con un compartimento acolchado para laptop de hasta 16"". Capacidad desplegable para adaptarse a tus necesidades, utiliza cierre para expandir y broches laterales para ajustar a la medida que más te convenga. El compartimento central, incluye un broche cruzado, tipo maleta, para mantener ropa o pertenencias fijas. Dispone de una agarradera superior y una lateral, que permiten trasladarla de manera versátil. Sus asas acolchadas, garantizan comodidad durante todo el día, además, incluye una  banda en la parte posterior que facilita su transporte en trolley.",31 x 47 x 22 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29212-HL 9062,$121.50 ,Libretas,LIBRETA ORUKA,"Libreta con 20 hojas a raya, 20 hojas a cuadros y 20 hojas punteadas. Cubierta rígida de curpiel. Incluye 12 aros de plástico, que funcionan como espiral y permiten la incorporación de hojas removibles, lo que facilita la organización de tus apuntes, cuantas veces lo desees. Incluye una regla de PVC con notas adhesivas. Su tamaño profesional, la hace ideal para  quienes requieren un amplio espacio para escribir, dibujar o planificar.",21.5 x 30 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29213-Z 021,$252.50 ,Audio,BOCINA BEZKA,"Bocina con tecnología bluetooth 5.3. Potencia 10 W. Batería recargable con capacidad de 1,500 mAh que otorga un tiempo de reproducción de 3 a 5 horas. Alcance de conexión de 10 metros. Incluye iluminación LED con botón independiente para cambiar o ajustar el efecto o color. Además, agrega tecnología TWS que permite sincronizarla con otra bocina del mismo modelo y reproducir música simultáneamente. Puerto de conexión tipo C, USB  y ranura para tarjeta TF. Incluye cable con conector tipo C y caja individual.",10.3 x 20.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29207-CRG 064,$269.58 ,Cargadores,POWER BANK MUSK,"Batería auxiliar para smartphone, capacidad 10,000 mAh. Contiene 2 puertos de entrada, micro USB y tipo C para carga de la batería y 2 puertos de salida, USB y tipo C para carga de dispositivos. Incluye display indicador de carga, cable con conector tipo C y caja individual.",6.3 x 8.8 x 2.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29208-SIN 551,$183.52 ,Mochilas,MOCHILA EBELE,"Bolsa principal con cierre y compartimento interior para laptop de hasta 15"". Incluye bolsillo frontal superior y bolsillo frontal con cierre cruzado. En la parte posterior cuenta con tirantes para hombro ajustables, respaldo acolchado y banda que facilita su transporte en trolley.",30 x 43 x 10 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29209-SIN 544,$222.26 ,Mochilas,MOCHILA REGOP,"Mochila estilo casual. Compartimento principal con cierre y separador para laptop de hasta 14''. En la parte frontal dispone de un bolsillo con cierre vertical que lo hace funcional para llevar accesorios más pequeños y además le aporta un toque de diseño.  Incluye dos asas superiores con recubrimiento de curpiel para mayor comodidad en su transportación.  Cuenta con asas ajustables para hombro y banda trasera para utilizar en trolley, también funciona para guardar sus asas y utilizar como bolsa.",27 x 41 x 12 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29210-TMPS 240,$156.33 ,Termos,TERMO DUALITé,Termo doble pared. Cerrado al vacío. Pared interna y externa acero inoxidable. Tapa metálica con sistema de rosca. Mantiene la temperatura caliente por 8 hrs y la temperatura fría por 12 hrs. Capacidad de 21 Oz.  Su diseño monocromático agrega un toque elegante y sofisticado. Incluye caja individual.,7.1 x 24.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29204-TMPS 233,$183.52 ,Termos,TERMO LANK,"Termo doble pared. Cerrado al vacío. Pared interna y externa acero inoxidable y cuerpo con terminado tipo rugoso. Tapa de plástico con sistema de rosca, boquilla y botón de seguridad para mantener cerrado y sin derrames, incluye sobretapa metálica de rosca. Además, agrega un asa plegable de plástico y un asa de poliéster removible, que  facilita su traslado. Mantiene la temperatura caliente por 10 hrs y la temperatura fría por 12 hrs. Capacidad de 40 Oz. Incluye caja individual.",12.7 x 24 x 10 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29206-AUD 050,$202.50 ,Audio,AUDíFONOS POPS,"Audífonos bluetooth con base recargable. Controles integrados touch para llamadas, volumen y reproducción de audio. Reproducción de música de 4 hrs aproximadamente. Rango de conexión de 10 metros. Batería de 30 mAh en los auriculares y 300 mAh en el estuche de carga. Incluye cable cargador USB, estuche de carga con conexión tipo C y caja individual.",5.2 x 3 x 5.2 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS29200-SIN 554,$645.70 ,Hieleras,HIELERA TROLLEY OLWEN,"Hielera con interior plastificado impermeable. Incluye bolsillo principal con cierre, compartimento superior con cierre para facilitar su rápido acceso, bolsillo frontal para objetos adicionales y dos bolsillos laterales de malla. Al frente cuenta con un elástico ajustable. Asas laterales y asa para hombro, con altura ajustable y soporte acojinado para facilitar su transportación. Su trolley permite ajustar la altura en 3 posiciones diferentes, también es posible removerlo y plegarlo en caso de querer ahorrar espacio. Capacidad  36 latas.",32 x 50 x 25 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
